time,gFx,gFy,gFz,TgF
24.987000,-0.2267,-1.0859,-0.0465,1.110
24.992000,-0.2227,-1.0817,-0.0851,1.108
24.998000,-0.1953,-1.0714,-0.1507,1.099
25.001000,-0.1450,-1.0489,-0.2270,1.083
25.006000,-0.0577,-1.0119,-0.2868,1.053
25.014000,0.0044,-0.9885,-0.2904,1.030
25.017000,0.0473,-0.9804,-0.2554,1.014
25.021000,0.0646,-0.9854,-0.1923,1.006
25.026000,0.0688,-0.9955,-0.1173,1.005
25.032000,0.0739,-0.9996,-0.0269,1.003
25.037000,0.0840,-0.9944,0.0197,0.998
25.041000,0.0982,-0.9876,0.0470,0.994
25.047000,0.1185,-0.9782,0.0553,0.987
25.051000,0.1467,-0.9676,0.0253,0.979
25.057000,0.1694,-0.9613,-0.0021,0.976
25.063000,0.1969,-0.9513,-0.0270,0.972
25.067000,0.2221,-0.9414,-0.0485,0.968
25.071000,0.2432,-0.9363,-0.0662,0.970
25.077000,0.2514,-0.9363,-0.0674,0.972
25.083000,0.2525,-0.9422,-0.0618,0.977
25.087000,0.2514,-0.9530,-0.0500,0.987
25.092000,0.2508,-0.9650,-0.0285,0.997
25.098000,0.2566,-0.9860,0.0071,1.019
25.101000,0.2658,-0.9982,0.0385,1.034
25.106000,0.2872,-1.0046,0.0651,1.047
25.111000,0.3215,-0.9974,0.0837,1.051
25.118000,0.3561,-0.9775,0.0837,1.044
25.121000,0.3589,-0.9657,0.0690,1.033
25.126000,0.3381,-0.9524,0.0465,1.012
25.132000,0.3078,-0.9414,0.0224,0.991
25.137000,0.2751,-0.9282,0.0023,0.968
25.141000,0.2465,-0.9149,-0.0125,0.948
25.148000,0.2303,-0.9039,-0.0122,0.933
25.151000,0.2180,-0.8931,-0.0046,0.919
25.157000,0.2118,-0.8867,0.0070,0.912
25.162000,0.2060,-0.8840,0.0093,0.908
25.168000,0.2007,-0.8887,-0.0071,0.911
25.171000,0.1995,-0.8994,-0.0472,0.922
25.177000,0.1963,-0.9136,-0.1007,0.940
25.183000,0.2085,-0.9258,-0.1727,0.965
25.189000,0.2224,-0.9358,-0.2211,0.987
25.194000,0.2344,-0.9420,-0.2499,1.002
25.228000,0.2458,-0.9506,-0.2532,1.014
25.232000,0.2487,-0.9606,-0.2349,1.020
25.235000,0.2356,-0.9802,-0.1994,1.028
25.237000,0.2127,-0.9959,-0.1791,1.034
25.240000,0.1790,-1.0122,-0.1687,1.042
25.243000,0.1369,-1.0335,-0.1587,1.055
25.245000,0.0867,-1.0565,-0.1416,1.069
25.248000,0.0504,-1.0652,-0.1171,1.073
25.250000,0.0165,-1.0680,-0.0855,1.072
25.253000,-0.0034,-1.0679,-0.0463,1.069
25.255000,-0.0208,-1.0621,-0.0081,1.062
25.257000,-0.0357,-1.0550,0.0349,1.056
25.260000,-0.0414,-1.0467,0.0628,1.049
25.269000,-0.0458,-1.0368,0.0771,1.041
25.272000,-0.0476,-1.0257,0.0843,1.030
25.274000,-0.0403,-1.0037,0.0915,1.009
25.279000,-0.0283,-0.9827,0.0977,0.988
25.285000,-0.0133,-0.9620,0.1070,0.968
25.289000,0.0026,-0.9418,0.1164,0.949
25.292000,0.0208,-0.9193,0.1330,0.929
25.301000,0.0260,-0.9021,0.1474,0.914
25.302000,0.0233,-0.8892,0.1615,0.904
25.307000,0.0106,-0.8826,0.1765,0.900
25.312000,0.0015,-0.8752,0.1970,0.897
25.320000,0.0022,-0.8746,0.2290,0.904
25.322000,0.0140,-0.8761,0.2558,0.913
25.328000,0.0322,-0.8818,0.2779,0.925
25.332000,0.0550,-0.8910,0.2934,0.940
25.338000,0.0953,-0.9034,0.3036,0.958
25.342000,0.1341,-0.9146,0.3006,0.972
25.349000,0.1738,-0.9262,0.2912,0.986
25.354000,0.2068,-0.9378,0.2736,0.999
25.359000,0.2246,-0.9577,0.2524,1.016
25.372000,0.2431,-0.9711,0.2220,1.025
25.378000,0.2553,-0.9810,0.1967,1.033
25.386000,0.2715,-0.9849,0.1736,1.036
25.389000,0.2896,-0.9877,0.1528,1.041
25.391000,0.3112,-0.9860,0.1356,1.043
25.394000,0.3280,-0.9784,0.1236,1.039
25.396000,0.3467,-0.9682,0.1160,1.035
25.410000,0.3608,-0.9555,0.1052,1.027
25.413000,0.3696,-0.9392,0.1009,1.014
25.416000,0.3757,-0.9286,0.1040,1.007
25.418000,0.3827,-0.9180,0.1024,1.000
25.431000,0.3847,-0.9118,0.0955,0.994
25.431000,0.3851,-0.9054,0.0850,0.988
25.435000,0.3831,-0.9080,0.0592,0.987
25.436000,0.3739,-0.9196,0.0330,0.993
25.438000,0.3538,-0.9356,0.0078,1.000
25.442000,0.3294,-0.9538,-0.0161,1.009
25.447000,0.3003,-0.9791,-0.0374,1.025
25.452000,0.2785,-0.9986,-0.0483,1.038
25.458000,0.2597,-1.0162,-0.0539,1.050
25.462000,0.2431,-1.0301,-0.0503,1.060
25.467000,0.2282,-1.0400,-0.0439,1.066
25.472000,0.2172,-1.0458,-0.0291,1.068
25.478000,0.2016,-1.0578,-0.0172,1.077
25.483000,0.1852,-1.0669,-0.0001,1.083
25.490000,0.1673,-1.0756,0.0154,1.089
25.491000,0.1589,-1.0813,0.0377,1.094
25.503000,0.1643,-1.0818,0.0552,1.096
25.505000,0.1754,-1.0803,0.0723,1.097
25.507000,0.1871,-1.0753,0.0853,1.095
25.513000,0.2027,-1.0624,0.0948,1.086
25.518000,0.2161,-1.0497,0.0974,1.076
25.522000,0.2222,-1.0340,0.1059,1.063
25.527000,0.2123,-1.0258,0.0877,1.051
25.532000,0.2162,-1.0137,0.0818,1.040
25.538000,0.2307,-0.9948,0.0806,1.024
25.542000,0.2399,-0.9795,0.0702,1.011
25.549000,0.2446,-0.9643,0.0643,0.997
25.552000,0.2432,-0.9521,0.0542,0.984
25.558000,0.2441,-0.9392,0.0410,0.971
25.562000,0.2499,-0.9284,0.0321,0.962
25.567000,0.2535,-0.9183,0.0153,0.953
25.572000,0.2485,-0.9108,-0.0013,0.944
25.579000,0.2293,-0.9100,-0.0254,0.939
25.591000,0.2083,-0.9143,-0.0382,0.939
25.593000,0.1862,-0.9193,-0.0446,0.939
25.596000,0.1673,-0.9241,-0.0431,0.940
25.611000,0.1548,-0.9260,-0.0348,0.940
25.612000,0.1433,-0.9276,-0.0142,0.939
25.613000,0.1383,-0.9303,0.0086,0.941
25.614000,0.1335,-0.9335,0.0340,0.944
25.618000,0.1333,-0.9376,0.0575,0.949
25.622000,0.1345,-0.9440,0.0870,0.957
25.627000,0.1382,-0.9507,0.1076,0.967
25.633000,0.1407,-0.9571,0.1283,0.976
25.638000,0.1433,-0.9637,0.1471,0.985
25.642000,0.1441,-0.9699,0.1643,0.994
25.650000,0.1452,-0.9756,0.1782,1.002
25.653000,0.1468,-0.9827,0.1891,1.011
25.659000,0.1473,-0.9871,0.1931,1.017
25.662000,0.1468,-0.9903,0.1962,1.020
25.668000,0.1457,-0.9926,0.1964,1.022
25.673000,0.1489,-0.9948,0.1929,1.024
25.681000,0.1549,-0.9949,0.1885,1.024
25.704000,0.1645,-0.9944,0.1847,1.025
25.707000,0.1771,-0.9938,0.1790,1.025
25.710000,0.1869,-0.9941,0.1752,1.027
25.713000,0.1940,-0.9982,0.1719,1.031
25.715000,0.2018,-1.0015,0.1670,1.035
25.717000,0.2094,-1.0043,0.1583,1.038
25.720000,0.2173,-1.0075,0.1432,1.041
25.725000,0.2222,-1.0084,0.1255,1.040
25.728000,0.2253,-1.0089,0.1031,1.039
25.730000,0.2243,-1.0069,0.0741,1.034
25.733000,0.2222,-1.0058,0.0337,1.031
25.739000,0.2167,-1.0040,0.0005,1.027
25.742000,0.2100,-1.0013,-0.0318,1.024
25.748000,0.2007,-0.9993,-0.0603,1.021
25.752000,0.1921,-0.9974,-0.0832,1.019
25.758000,0.1826,-0.9974,-0.1031,1.019
25.762000,0.1780,-0.9963,-0.1109,1.018
25.768000,0.1748,-0.9944,-0.1082,1.015
25.772000,0.1747,-0.9942,-0.0980,1.014
25.778000,0.1765,-0.9904,-0.0729,1.009
25.787000,0.1788,-0.9870,-0.0483,1.004
25.796000,0.1835,-0.9837,-0.0208,1.001
25.825000,0.1865,-0.9799,0.0060,0.998
25.826000,0.1939,-0.9743,0.0352,0.994
25.826000,0.2017,-0.9694,0.0526,0.992
25.827000,0.2079,-0.9634,0.0656,0.988
25.827000,0.2112,-0.9556,0.0733,0.981
25.828000,0.2145,-0.9477,0.0773,0.975
25.829000,0.2185,-0.9419,0.0814,0.970
25.833000,0.2206,-0.9358,0.0837,0.965
25.837000,0.2234,-0.9317,0.0872,0.962
25.839000,0.2240,-0.9284,0.0919,0.959
25.843000,0.2221,-0.9284,0.0986,0.960
25.855000,0.2221,-0.9311,0.1036,0.963
25.859000,0.2206,-0.9346,0.1127,0.967
25.861000,0.2172,-0.9392,0.1201,0.971
25.863000,0.2116,-0.9458,0.1283,0.978
25.879000,0.2070,-0.9485,0.1356,0.980
25.883000,0.2027,-0.9530,0.1389,0.984
25.885000,0.1956,-0.9534,0.1421,0.984
25.888000,0.1892,-0.9538,0.1434,0.983
25.890000,0.1801,-0.9560,0.1416,0.983
25.893000,0.1753,-0.9536,0.1366,0.979
25.904000,0.1724,-0.9539,0.1317,0.978
25.905000,0.1688,-0.9547,0.1269,0.978
25.908000,0.1633,-0.9566,0.1195,0.978
25.912000,0.1604,-0.9555,0.1136,0.975
25.924000,0.1578,-0.9580,0.1057,0.977
25.925000,0.1553,-0.9600,0.1014,0.978
25.928000,0.1549,-0.9654,0.0947,0.982
25.934000,0.1590,-0.9715,0.0889,0.988
25.938000,0.1626,-0.9762,0.0839,0.993
25.942000,0.1670,-0.9819,0.0799,0.999
25.947000,0.1713,-0.9853,0.0743,1.003
25.953000,0.1763,-0.9894,0.0655,1.007
25.958000,0.1801,-0.9904,0.0572,1.008
25.962000,0.1838,-0.9890,0.0490,1.007
25.968000,0.1834,-0.9870,0.0407,1.005
25.973000,0.1863,-0.9842,0.0322,1.002
25.979000,0.1879,-0.9822,0.0250,1.000
25.991000,0.1881,-0.9794,0.0183,0.997
25.991000,0.1886,-0.9789,0.0151,0.997
25.992000,0.1880,-0.9772,0.0151,0.995
26.001000,0.1897,-0.9764,0.0178,0.995
26.005000,0.1925,-0.9772,0.0209,0.996
26.007000,0.1943,-0.9773,0.0266,0.997
26.012000,0.1947,-0.9756,0.0321,0.995
26.020000,0.1942,-0.9761,0.0384,0.996
26.024000,0.1951,-0.9748,0.0432,0.995
26.027000,0.1923,-0.9742,0.0465,0.994
26.037000,0.1891,-0.9734,0.0473,0.993
26.040000,0.1820,-0.9728,0.0467,0.991
26.042000,0.1783,-0.9709,0.0429,0.988
26.052000,0.1725,-0.9682,0.0406,0.984
26.055000,0.1683,-0.9662,0.0335,0.981
26.058000,0.1647,-0.9635,0.0281,0.978
26.062000,0.1599,-0.9578,0.0226,0.971
26.067000,0.1582,-0.9538,0.0159,0.967
26.072000,0.1555,-0.9516,0.0131,0.964
26.078000,0.1533,-0.9494,0.0098,0.962
26.086000,0.1485,-0.9478,0.0086,0.959
26.088000,0.1452,-0.9474,0.0081,0.959
26.092000,0.1424,-0.9529,0.0086,0.964
26.120000,0.1390,-0.9571,0.0087,0.967
26.120000,0.1362,-0.9612,0.0081,0.971
26.121000,0.1297,-0.9650,0.0062,0.974
26.122000,0.1231,-0.9659,-0.0009,0.974
26.122000,0.1153,-0.9643,-0.0089,0.971
26.123000,0.1068,-0.9622,-0.0215,0.968
26.128000,0.0983,-0.9610,-0.0348,0.967
26.135000,0.0922,-0.9639,-0.0454,0.969
26.138000,0.0881,-0.9682,-0.0534,0.974
26.142000,0.0826,-0.9753,-0.0616,0.981
26.152000,0.0792,-0.9869,-0.0729,0.993
26.155000,0.0749,-0.9987,-0.0792,1.005
26.158000,0.0724,-1.0126,-0.0859,1.019
26.162000,0.0687,-1.0279,-0.0911,1.034
26.169000,0.0651,-1.0488,-0.0958,1.055
26.172000,0.0575,-1.0725,-0.1004,1.079
26.179000,0.0487,-1.0890,-0.1038,1.095
26.194000,0.0412,-1.0978,-0.1107,1.104
26.199000,0.0325,-1.1060,-0.1186,1.113
26.202000,0.0318,-1.1059,-0.1336,1.114
26.206000,0.0407,-1.0946,-0.1438,1.105
26.209000,0.0536,-1.0817,-0.1577,1.094
26.213000,0.0635,-1.0729,-0.1708,1.088
26.216000,0.0641,-1.0641,-0.1792,1.081
26.227000,0.0594,-1.0598,-0.1826,1.077
26.231000,0.0506,-1.0603,-0.1874,1.078
26.235000,0.0415,-1.0660,-0.1932,1.084
26.236000,0.0375,-1.0701,-0.1978,1.089
26.241000,0.0432,-1.0692,-0.2023,1.089
26.243000,0.0545,-1.0636,-0.2039,1.084
26.250000,0.0636,-1.0597,-0.2152,1.083
26.253000,0.0767,-1.0580,-0.2333,1.086
26.258000,0.0915,-1.0534,-0.2687,1.091
26.262000,0.0960,-1.0560,-0.3125,1.105
26.268000,0.0998,-1.0563,-0.3689,1.123
26.272000,0.1021,-1.0537,-0.4368,1.145
26.278000,0.0943,-1.0581,-0.4983,1.173
26.287000,0.0779,-1.0677,-0.5471,1.202
26.288000,0.0732,-1.0737,-0.5485,1.208
26.292000,0.0716,-1.0762,-0.4913,1.185
26.306000,0.0713,-1.0732,-0.4208,1.155
26.307000,0.0678,-1.0824,-0.3436,1.138
26.308000,0.0548,-1.1083,-0.3315,1.158
26.312000,0.0661,-1.1308,-0.3353,1.181
26.319000,0.0917,-1.1493,-0.3467,1.204
26.323000,0.1294,-1.1598,-0.3687,1.224
26.328000,0.1870,-1.1601,-0.3773,1.234
26.337000,0.1542,-1.1888,-0.3104,1.238
26.340000,0.1198,-1.2098,-0.2628,1.244
26.343000,0.0233,-1.2726,-0.1965,1.288
26.356000,-0.1154,-1.3450,-0.2014,1.365
26.361000,-0.2191,-1.4109,-0.2537,1.450
26.368000,-0.2877,-1.4650,-0.3152,1.526
26.370000,-0.3489,-1.5120,-0.3470,1.590
26.372000,-0.3481,-1.5179,-0.3815,1.603
26.374000,-0.2687,-1.4798,-0.3608,1.547
26.379000,-0.1578,-1.4296,-0.3208,1.474
26.386000,-0.0607,-1.3745,-0.2825,1.405
26.389000,0.0468,-1.3229,-0.1997,1.339
26.395000,0.1423,-1.2698,-0.0621,1.279
26.409000,0.1582,-1.2369,0.0634,1.249
26.410000,0.1638,-1.1970,0.1895,1.223
26.410000,0.1302,-1.1618,0.3023,1.208
26.412000,0.0904,-1.1193,0.3911,1.189
26.433000,0.0763,-1.0762,0.3933,1.148
26.434000,0.0230,-1.0344,0.3398,1.089
26.434000,-0.0399,-1.0006,0.2292,1.027
26.434000,-0.0950,-0.9744,0.1091,0.985
26.439000,-0.1270,-0.9688,-0.0425,0.978
26.444000,-0.1338,-0.9708,-0.1945,0.999
26.447000,-0.1287,-0.9809,-0.3680,1.056
26.452000,-0.1158,-0.9997,-0.5397,1.142
26.458000,-0.0855,-1.0458,-0.7101,1.267
26.462000,-0.0322,-1.0594,-0.7824,1.317
26.468000,0.0343,-1.0621,-0.8010,1.331
26.476000,0.0897,-1.0504,-0.7683,1.304
26.490000,0.1493,-1.0090,-0.6601,1.215
26.491000,0.1772,-0.9645,-0.5260,1.113
26.491000,0.2045,-0.9004,-0.3917,1.003
26.492000,0.1703,-0.8551,-0.2894,0.919
26.508000,0.1656,-0.7950,-0.2028,0.837
26.510000,0.1768,-0.7141,-0.1682,0.755
26.512000,0.1322,-0.6687,-0.1553,0.699
26.514000,0.1203,-0.6308,-0.1394,0.657
26.523000,0.0728,-0.6078,-0.1353,0.627
26.524000,0.0005,-0.5938,-0.1455,0.611
26.528000,-0.0454,-0.5873,-0.1654,0.612
26.534000,-0.0643,-0.5808,-0.2060,0.620
26.538000,-0.1065,-0.5703,-0.2449,0.630
26.542000,-0.0826,-0.5613,-0.2922,0.638
26.547000,-0.0803,-0.5564,-0.3285,0.651
26.554000,-0.0953,-0.5576,-0.3584,0.670
26.560000,-0.0982,-0.5575,-0.3811,0.682
26.563000,-0.1042,-0.5642,-0.3921,0.695
26.571000,-0.0805,-0.5662,-0.3971,0.696
26.574000,-0.0727,-0.5700,-0.3801,0.689
26.579000,-0.0788,-0.5661,-0.3786,0.686
26.590000,-0.0377,-0.5581,-0.3538,0.662
26.590000,-0.0235,-0.5409,-0.3188,0.628
26.592000,-0.0105,-0.5264,-0.3034,0.608
26.598000,-0.0129,-0.5204,-0.2970,0.599
26.602000,-0.0224,-0.5174,-0.2946,0.596
26.607000,0.0188,-0.5116,-0.2639,0.576
26.612000,-0.0209,-0.5121,-0.2785,0.583
26.620000,-0.0297,-0.5139,-0.2915,0.592
26.623000,-0.0351,-0.5209,-0.2949,0.600
26.627000,-0.0533,-0.5345,-0.3007,0.616
26.636000,-0.0976,-0.5513,-0.3132,0.642
26.639000,-0.1197,-0.5586,-0.3318,0.661
26.643000,-0.1491,-0.5663,-0.3489,0.682
26.647000,-0.1711,-0.5745,-0.3662,0.702
26.654000,-0.1904,-0.5834,-0.3888,0.726
26.658000,-0.2049,-0.5913,-0.4137,0.750
26.662000,-0.2177,-0.5976,-0.4415,0.774
26.668000,-0.2290,-0.5978,-0.4487,0.782
26.672000,-0.2315,-0.5922,-0.4343,0.770
26.678000,-0.2228,-0.5758,-0.4023,0.737
26.690000,-0.2149,-0.5643,-0.3842,0.716
26.691000,-0.2166,-0.5602,-0.3685,0.705
26.692000,-0.2144,-0.5556,-0.3654,0.699
26.720000,-0.2162,-0.5576,-0.3715,0.704
26.721000,-0.2091,-0.5589,-0.3909,0.713
26.722000,-0.2035,-0.5700,-0.4192,0.736
26.722000,-0.1945,-0.5922,-0.4582,0.774
26.723000,-0.1829,-0.6215,-0.4979,0.817
26.724000,-0.1684,-0.6555,-0.5406,0.866
26.728000,-0.1509,-0.6740,-0.5662,0.893
26.735000,-0.1303,-0.6904,-0.5756,0.908
26.738000,-0.1193,-0.7125,-0.5767,0.924
26.743000,-0.1264,-0.7412,-0.5575,0.936
26.748000,-0.1448,-0.7605,-0.5446,0.947
26.754000,-0.1661,-0.7786,-0.5485,0.967
26.759000,-0.1834,-0.7946,-0.5623,0.991
26.762000,-0.1984,-0.8145,-0.6006,1.031
26.776000,-0.2012,-0.8336,-0.6456,1.073
26.779000,-0.2003,-0.8600,-0.7058,1.130
26.780000,-0.2002,-0.8956,-0.7726,1.200
26.792000,-0.1998,-0.9387,-0.8297,1.269
26.793000,-0.2017,-1.0126,-0.9054,1.373
26.795000,-0.1925,-1.0679,-0.9590,1.448
26.802000,-0.2014,-1.1266,-0.9902,1.513
26.803000,-0.2135,-1.1767,-0.9946,1.555
26.808000,-0.2278,-1.1962,-0.9743,1.560
26.812000,-0.2327,-1.1835,-0.9362,1.527
26.819000,-0.2426,-1.1550,-0.8843,1.475
26.823000,-0.2620,-1.1127,-0.8137,1.403
26.828000,-0.2810,-1.0502,-0.7385,1.314
26.837000,-0.3027,-0.9429,-0.6328,1.175
26.840000,-0.3181,-0.8479,-0.5392,1.054
26.843000,-0.3249,-0.7490,-0.4542,0.934
26.848000,-0.3222,-0.6547,-0.3800,0.823
26.854000,-0.3198,-0.5463,-0.3120,0.706
26.859000,-0.3108,-0.4688,-0.2849,0.630
26.862000,-0.3066,-0.4082,-0.2833,0.584
26.872000,-0.3038,-0.3606,-0.2956,0.557
26.873000,-0.3097,-0.3327,-0.3121,0.551
26.879000,-0.3090,-0.3248,-0.3351,0.560
26.903000,-0.3028,-0.3167,-0.3498,0.561
26.906000,-0.2994,-0.3183,-0.3573,0.564
26.908000,-0.2875,-0.3255,-0.3633,0.566
26.909000,-0.2603,-0.3392,-0.3833,0.574
26.911000,-0.2465,-0.3628,-0.4080,0.599
26.913000,-0.2348,-0.3977,-0.4344,0.634
26.914000,-0.2036,-0.4380,-0.4582,0.666
26.929000,-0.1456,-0.5106,-0.4693,0.709
26.932000,-0.0452,-0.5961,-0.4785,0.766
26.934000,0.1031,-0.7247,-0.5060,0.890
26.938000,0.2981,-0.9171,-0.5564,1.113
26.939000,0.5674,-1.2802,-0.6821,1.558
26.944000,0.7242,-1.6410,-0.9368,2.024
26.949000,0.8475,-2.0330,-1.2969,2.556
26.952000,0.9356,-2.4218,-1.6002,3.050
26.958000,0.9921,-2.8227,-1.6680,3.426
26.962000,0.9242,-3.3110,-1.4922,3.747
26.971000,0.6856,-3.6377,-1.2391,3.904
26.974000,0.2437,-3.7739,-1.0396,3.922
26.978000,-0.2675,-3.4512,-0.9808,3.598
26.982000,-0.3340,-2.3954,-1.0509,2.637
26.993000,-0.2932,-1.6970,-0.9121,1.949
26.994000,-0.1169,-1.1960,-0.7201,1.401
26.999000,0.1141,-0.8612,-0.4661,0.986
27.003000,0.2750,-0.6538,-0.1856,0.733
27.007000,0.4405,-0.4847,0.1201,0.666
27.012000,0.5529,-0.3800,0.2853,0.729
27.019000,0.6109,-0.2821,0.3582,0.762
27.022000,0.6122,-0.2028,0.3632,0.740
27.027000,0.5548,-0.1515,0.3485,0.672
27.032000,0.4724,-0.1487,0.3260,0.593
27.042000,0.4224,-0.1521,0.3368,0.561
27.044000,0.3806,-0.1708,0.3606,0.551
27.048000,0.3689,-0.1925,0.3490,0.543
27.057000,0.3507,-0.2261,0.3215,0.527
27.059000,0.3260,-0.2667,0.2981,0.516
27.062000,0.2972,-0.3226,0.2963,0.529
27.070000,0.2796,-0.3915,0.3246,0.580
27.072000,0.2976,-0.4890,0.4070,0.702
27.078000,0.3411,-0.5803,0.4951,0.836
27.082000,0.3855,-0.6745,0.5819,0.971
27.088000,0.4136,-0.7682,0.6518,1.089
27.093000,0.4510,-0.9025,0.7093,1.233
27.098000,0.4602,-1.0070,0.7279,1.325
27.108000,0.4527,-1.1043,0.7294,1.399
27.109000,0.4272,-1.2008,0.7246,1.466
27.112000,0.3733,-1.3160,0.7097,1.541
27.119000,0.2978,-1.3995,0.6849,1.586
27.122000,0.2240,-1.4773,0.4159,1.551
27.127000,-0.0457,-1.6788,-0.9256,1.918
27.132000,-0.2107,-1.7755,-1.4765,2.319
27.138000,-0.2227,-1.7397,-1.2838,2.174
27.142000,-0.1735,-1.6503,-0.9256,1.900
27.147000,-0.1185,-1.5371,-0.7103,1.697
27.152000,-0.1159,-1.4236,-0.6276,1.560
27.157000,-0.1482,-1.3078,-0.5463,1.425
27.161000,-0.1222,-1.2149,-0.4666,1.307
27.170000,-0.0763,-1.1233,-0.3529,1.180
27.172000,-0.0219,-1.0363,-0.2111,1.058
27.178000,0.0210,-0.9615,-0.0729,0.964
27.182000,0.0402,-0.8937,0.0592,0.897
27.188000,0.0396,-0.8560,0.1151,0.865
27.192000,0.0322,-0.8325,0.1252,0.842
27.197000,0.0318,-0.8222,0.1097,0.830
27.204000,0.0269,-0.8304,0.0850,0.835
27.207000,0.0281,-0.8453,0.0401,0.847
27.211000,0.0138,-0.8735,0.0099,0.874
27.227000,-0.0045,-0.9041,-0.0033,0.904
27.227000,-0.0226,-0.9438,-0.0150,0.944
27.228000,-0.0406,-0.9830,-0.0235,0.984
27.232000,-0.0580,-1.0173,-0.0300,1.019
27.238000,-0.0722,-1.0534,-0.0285,1.056
27.242000,-0.0794,-1.0847,-0.0239,1.088
27.247000,-0.0735,-1.1143,-0.0172,1.117
27.253000,-0.0583,-1.1274,-0.0115,1.129
27.258000,-0.0423,-1.1326,-0.0032,1.133
27.261000,-0.0302,-1.1374,0.0073,1.138
27.268000,-0.0136,-1.1350,0.0296,1.136
27.272000,-0.0013,-1.1297,0.0513,1.131
27.277000,0.0028,-1.1192,0.0806,1.122
27.281000,0.0078,-1.1048,0.1054,1.110
27.292000,0.0149,-1.0833,0.1173,1.090
27.293000,0.0388,-1.0447,0.1169,1.052
27.298000,0.0624,-1.0085,0.1120,1.017
27.303000,0.0954,-0.9719,0.1026,0.982
27.307000,0.1275,-0.9364,0.0892,0.949
27.311000,0.1598,-0.8977,0.0728,0.915
27.321000,0.1802,-0.8732,0.0614,0.894
27.322000,0.1952,-0.8565,0.0491,0.880
27.328000,0.2075,-0.8495,0.0412,0.875
27.338000,0.2155,-0.8510,0.0364,0.879
27.342000,0.2156,-0.8576,0.0329,0.885
27.346000,0.2099,-0.8674,0.0325,0.893
27.349000,0.2042,-0.8769,0.0351,0.901
27.357000,0.2031,-0.8846,0.0344,0.908
27.360000,0.2029,-0.8946,0.0326,0.918
27.365000,0.2089,-0.9006,0.0283,0.925
27.372000,0.2187,-0.9060,0.0166,0.932
27.375000,0.2278,-0.9125,0.0040,0.941
27.378000,0.2323,-0.9267,-0.0217,0.956
27.382000,0.2294,-0.9423,-0.0441,0.971
27.393000,0.2289,-0.9551,-0.0618,0.984
27.394000,0.2276,-0.9671,-0.0691,0.996
27.398000,0.2328,-0.9753,-0.0756,1.006
27.412000,0.2409,-0.9865,-0.0772,1.018
27.412000,0.2515,-0.9926,-0.0712,1.026
27.413000,0.2623,-0.9966,-0.0595,1.032
27.424000,0.2725,-0.9997,-0.0380,1.037
27.425000,0.2829,-1.0059,-0.0134,1.045
27.428000,0.2911,-1.0046,-0.0002,1.046
27.432000,0.3000,-1.0031,-0.0048,1.047
27.438000,0.3116,-1.0062,-0.0181,1.053
27.442000,0.3253,-1.0054,-0.0633,1.059
27.447000,0.3560,-0.9980,-0.1732,1.074
27.453000,0.3971,-0.9866,-0.3308,1.114
27.458000,0.4322,-0.9805,-0.4829,1.175
27.462000,0.4446,-0.9815,-0.5777,1.223
27.469000,0.4377,-0.9827,-0.5888,1.226
27.472000,0.4139,-0.9858,-0.5278,1.192
27.478000,0.3712,-0.9971,-0.4259,1.146
27.482000,0.3330,-1.0051,-0.3105,1.103
27.493000,0.2891,-1.0147,-0.1715,1.069
27.494000,0.2574,-1.0131,-0.0773,1.048
27.498000,0.2338,-1.0062,-0.0138,1.033
27.516000,0.2263,-0.9894,0.0235,1.015
27.519000,0.2245,-0.9664,0.0421,0.993
27.521000,0.2188,-0.9535,0.0474,0.979
27.523000,0.2101,-0.9472,0.0515,0.972
27.524000,0.1963,-0.9430,0.0503,0.965
27.529000,0.1754,-0.9416,0.0457,0.959
27.532000,0.1510,-0.9380,0.0440,0.951
27.538000,0.1362,-0.9322,0.0481,0.943
27.542000,0.1209,-0.9262,0.0520,0.935
27.547000,0.1033,-0.9245,0.0624,0.932
27.555000,0.0782,-0.9267,0.0738,0.933
27.559000,0.0584,-0.9312,0.0789,0.936
27.562000,0.0406,-0.9387,0.0798,0.943
27.570000,0.0261,-0.9513,0.0768,0.955
27.573000,0.0158,-0.9635,0.0704,0.966
27.582000,0.0066,-0.9778,0.0632,0.980
27.583000,0.0059,-0.9894,0.0647,0.992
27.591000,0.0099,-1.0007,0.0662,1.003
27.593000,0.0178,-1.0114,0.0712,1.014
27.598000,0.0304,-1.0192,0.0837,1.023
27.620000,0.0403,-1.0181,0.0941,1.023
27.621000,0.0515,-1.0122,0.1008,1.018
27.621000,0.0586,-1.0020,0.1076,1.009
27.622000,0.0685,-0.9888,0.1148,0.998
27.622000,0.0781,-0.9797,0.1190,0.990
27.639000,0.0872,-0.9728,0.1235,0.985
27.642000,0.1044,-0.9638,0.1255,0.978
27.644000,0.1124,-0.9539,0.1335,0.970
27.647000,0.1301,-0.9469,0.1385,0.966
27.650000,0.1467,-0.9458,0.1412,0.968
27.657000,0.1505,-0.9430,0.1375,0.965
27.660000,0.1686,-0.9469,0.1401,0.972
27.663000,0.1935,-0.9479,0.1479,0.979
27.672000,0.2060,-0.9500,0.1495,0.983
27.674000,0.2099,-0.9556,0.1487,0.990
27.678000,0.2072,-0.9602,0.1454,0.993
27.682000,0.2099,-0.9604,0.1375,0.993
27.695000,0.2184,-0.9573,0.1266,0.990
27.696000,0.2283,-0.9533,0.1212,0.988
