time,gFx,gFy,gFz,TgF
22.288000,0.4361,-0.6373,-0.1722,0.791
22.292000,0.5950,-0.3494,0.1814,0.713
22.298000,0.6383,-0.1075,0.3878,0.755
22.301000,0.6402,0.0974,0.4445,0.785
22.308000,0.6562,0.2621,0.4041,0.814
22.312000,0.6758,0.3870,0.2737,0.825
22.318000,0.6312,0.4059,0.2056,0.778
22.322000,0.5472,0.3786,0.2266,0.703
22.328000,0.4351,0.3133,0.3375,0.634
22.331000,0.2895,0.1937,0.4643,0.580
22.338000,0.2036,0.0828,0.5413,0.584
22.343000,0.1329,-0.0259,0.6138,0.629
22.347000,0.0524,-0.1402,0.7106,0.726
22.353000,-0.0016,-0.2994,0.8039,0.858
22.367000,-0.0311,-0.4393,0.8615,0.968
22.370000,-0.0128,-0.5825,0.8895,1.063
22.371000,0.0608,-0.7411,0.8813,1.153
22.376000,0.1951,-0.8951,0.8383,1.242
22.379000,0.3370,-1.0826,0.6512,1.308
22.382000,0.3134,-1.2502,0.3114,1.326
22.387000,0.2174,-1.4393,-0.1286,1.461
22.393000,0.1195,-1.6362,-0.4869,1.711
22.398000,0.0106,-1.8579,-0.6529,1.969
22.402000,-0.0778,-1.9955,-0.6457,2.099
22.409000,-0.1673,-2.0681,-0.6389,2.171
22.412000,-0.2345,-2.0673,-0.6853,2.191
22.424000,-0.2369,-1.9788,-0.7556,2.131
22.426000,-0.1349,-1.7742,-0.7570,1.934
22.427000,-0.0309,-1.5794,-0.6779,1.719
22.433000,0.0504,-1.3916,-0.5369,1.492
22.438000,0.0858,-1.2282,-0.3913,1.292
22.444000,0.0837,-1.0574,-0.2553,1.091
22.447000,0.0656,-0.9460,-0.1665,0.963
22.452000,0.0668,-0.8513,-0.1020,0.860
22.460000,0.0889,-0.7741,-0.0627,0.782
22.462000,0.1136,-0.6987,-0.0373,0.709
22.467000,0.1278,-0.6569,-0.0308,0.670
22.472000,0.1358,-0.6309,-0.0435,0.647
22.479000,0.1356,-0.6200,-0.0650,0.638
22.482000,0.1247,-0.6213,-0.1011,0.642
22.487000,0.1099,-0.6403,-0.1323,0.663
22.493000,0.1019,-0.6717,-0.1174,0.689
22.498000,0.0915,-0.7166,-0.0773,0.726
22.502000,0.0833,-0.7682,-0.0189,0.773
22.511000,0.1009,-0.8212,0.0562,0.829
22.515000,0.1257,-0.8496,0.1060,0.865
22.518000,0.1418,-0.8751,0.1483,0.899
22.523000,0.1531,-0.8989,0.1792,0.929
22.531000,0.1620,-0.9218,0.1970,0.956
22.534000,0.1579,-0.9578,0.1935,0.990
22.538000,0.1421,-0.9988,0.1626,1.022
22.548000,0.1103,-1.0564,0.0905,1.066
22.551000,0.0595,-1.1298,-0.0132,1.131
22.553000,-0.0181,-1.2237,-0.1588,1.234
22.561000,-0.0877,-1.2876,-0.2403,1.313
22.563000,-0.1502,-1.3436,-0.2812,1.381
22.567000,-0.1990,-1.3717,-0.2860,1.415
22.585000,-0.2419,-1.3855,-0.2607,1.430
22.585000,-0.2587,-1.3761,-0.2356,1.420
22.586000,-0.2544,-1.3360,-0.2178,1.377
22.587000,-0.2206,-1.2687,-0.2014,1.303
22.592000,-0.1554,-1.1831,-0.1796,1.207
22.598000,-0.0651,-1.0796,-0.1488,1.092
22.602000,-0.0039,-1.0131,-0.1246,1.021
22.609000,0.0451,-0.9569,-0.0965,0.963
22.612000,0.0822,-0.9081,-0.0667,0.914
22.618000,0.1104,-0.8626,-0.0353,0.870
22.622000,0.1193,-0.8452,-0.0200,0.854
22.627000,0.1230,-0.8381,-0.0117,0.847
22.632000,0.1303,-0.8367,-0.0112,0.847
22.638000,0.1340,-0.8447,-0.0127,0.855
22.643000,0.1281,-0.8607,-0.0089,0.870
22.648000,0.1246,-0.8755,0.0020,0.884
22.652000,0.1363,-0.8895,0.0111,0.900
22.661000,0.1485,-0.9054,0.0195,0.918
22.663000,0.1779,-0.9203,0.0213,0.938
22.667000,0.2050,-0.9301,0.0242,0.953
22.672000,0.2276,-0.9408,0.0250,0.968
22.683000,0.2446,-0.9508,0.0224,0.982
22.684000,0.2662,-0.9602,0.0121,0.997
22.687000,0.2783,-0.9648,-0.0024,1.004
22.698000,0.2707,-0.9747,-0.0202,1.012
22.699000,0.2614,-0.9830,-0.0421,1.018
22.701000,0.2485,-0.9914,-0.0614,1.024
22.713000,0.2296,-0.9948,-0.0895,1.025
22.714000,0.2112,-0.9995,-0.1116,1.028
22.717000,0.1932,-1.0047,-0.1327,1.032
22.721000,0.1790,-1.0117,-0.1472,1.038
22.728000,0.1663,-1.0197,-0.1647,1.046
22.732000,0.1577,-1.0269,-0.1750,1.054
22.737000,0.1460,-1.0322,-0.1794,1.058
22.745000,0.1316,-1.0429,-0.1809,1.067
22.747000,0.1148,-1.0505,-0.1786,1.072
22.752000,0.1055,-1.0526,-0.1694,1.071
22.761000,0.1031,-1.0477,-0.1615,1.065
22.762000,0.1015,-1.0432,-0.1488,1.059
22.767000,0.1027,-1.0387,-0.1375,1.053
22.772000,0.1138,-1.0299,-0.1235,1.043
22.778000,0.1222,-1.0216,-0.1152,1.035
22.782000,0.1284,-1.0191,-0.1114,1.033
22.787000,0.1415,-1.0116,-0.1120,1.028
22.795000,0.1531,-1.0046,-0.1134,1.022
22.798000,0.1570,-0.9997,-0.1233,1.019
22.801000,0.1507,-0.9929,-0.1353,1.013
22.812000,0.1434,-0.9825,-0.1448,1.003
22.812000,0.1362,-0.9721,-0.1542,0.994
22.818000,0.1294,-0.9620,-0.1601,0.984
22.821000,0.1195,-0.9585,-0.1670,0.980
22.828000,0.1054,-0.9557,-0.1757,0.977
22.832000,0.0955,-0.9493,-0.1865,0.972
22.837000,0.0915,-0.9373,-0.1909,0.961
22.849000,0.0971,-0.9271,-0.1821,0.950
22.850000,0.0982,-0.9161,-0.1639,0.936
22.851000,0.1011,-0.9085,-0.1402,0.925
22.859000,0.1010,-0.9014,-0.0996,0.912
22.861000,0.0917,-0.9025,-0.0687,0.910
22.866000,0.0844,-0.9065,-0.0426,0.911
22.871000,0.0719,-0.9111,-0.0205,0.914
22.878000,0.0592,-0.9130,-0.0011,0.915
22.882000,0.0468,-0.9076,0.0263,0.909
22.888000,0.0437,-0.9071,0.0522,0.910
22.894000,0.0486,-0.9028,0.0822,0.908
22.899000,0.0585,-0.8968,0.1129,0.906
22.902000,0.0677,-0.8960,0.1490,0.911
22.917000,0.0738,-0.8994,0.1801,0.920
22.924000,0.0716,-0.9146,0.2106,0.941
22.953000,0.0610,-0.9391,0.2382,0.971
22.955000,0.0448,-0.9723,0.2574,1.007
22.958000,0.0365,-1.0092,0.2703,1.045
22.961000,0.0445,-1.0296,0.2755,1.067
22.964000,0.0690,-1.0431,0.2788,1.082
22.965000,0.1054,-1.0492,0.2773,1.090
22.967000,0.1626,-1.0482,0.2747,1.096
22.969000,0.2007,-1.0436,0.2667,1.096
22.970000,0.2320,-1.0400,0.2579,1.096
22.972000,0.2511,-1.0378,0.2439,1.095
22.973000,0.2599,-1.0311,0.2281,1.088
22.975000,0.2647,-1.0254,0.2101,1.080
22.980000,0.2648,-1.0201,0.1958,1.072
22.983000,0.2712,-1.0105,0.1853,1.062
22.988000,0.2855,-1.0020,0.1768,1.057
22.993000,0.3070,-0.9874,0.1736,1.048
22.999000,0.3263,-0.9703,0.1777,1.039
23.002000,0.3433,-0.9561,0.1834,1.032
23.007000,0.3483,-0.9450,0.1931,1.025
23.013000,0.3547,-0.9439,0.2085,1.030
23.019000,0.3545,-0.9436,0.2165,1.031
23.022000,0.3492,-0.9397,0.2167,1.026
23.029000,0.3472,-0.9347,0.2011,1.017
23.032000,0.3431,-0.9278,0.1725,1.004
23.038000,0.3316,-0.9242,0.1219,0.989
23.044000,0.3160,-0.9279,0.0823,0.984
23.048000,0.2950,-0.9345,0.0480,0.981
23.052000,0.2755,-0.9362,0.0233,0.976
23.067000,0.2529,-0.9406,0.0001,0.974
23.070000,0.2347,-0.9450,-0.0077,0.974
23.074000,0.2173,-0.9457,-0.0156,0.970
23.077000,0.1987,-0.9458,-0.0209,0.967
23.080000,0.1684,-0.9573,-0.0322,0.973
23.083000,0.1440,-0.9690,-0.0473,0.981
23.094000,0.1208,-0.9871,-0.0660,0.997
23.097000,0.0999,-1.0063,-0.0904,1.015
23.099000,0.0844,-1.0254,-0.1214,1.036
23.102000,0.0727,-1.0495,-0.1622,1.064
23.108000,0.0687,-1.0658,-0.1932,1.085
23.113000,0.0704,-1.0774,-0.2205,1.102
23.118000,0.0757,-1.0830,-0.2403,1.112
23.122000,0.0801,-1.0869,-0.2546,1.119
23.128000,0.0867,-1.0835,-0.2524,1.116
23.133000,0.0993,-1.0742,-0.2370,1.105
23.138000,0.1160,-1.0592,-0.2063,1.085
23.143000,0.1347,-1.0374,-0.1667,1.059
23.147000,0.1401,-1.0228,-0.1116,1.038
23.152000,0.1412,-1.0109,-0.0661,1.023
23.160000,0.1437,-0.9974,-0.0226,1.008
23.162000,0.1494,-0.9831,0.0128,0.994
23.167000,0.1582,-0.9684,0.0519,0.983
23.172000,0.1639,-0.9572,0.0777,0.974
23.180000,0.1684,-0.9461,0.0965,0.966
23.183000,0.1670,-0.9376,0.1077,0.958
23.188000,0.1623,-0.9390,0.1169,0.960
23.202000,0.1571,-0.9378,0.1224,0.959
23.203000,0.1499,-0.9406,0.1281,0.961
23.203000,0.1416,-0.9458,0.1292,0.965
23.208000,0.1338,-0.9512,0.1292,0.969
23.213000,0.1240,-0.9580,0.1264,0.974
23.218000,0.1165,-0.9634,0.1235,0.978
23.223000,0.1082,-0.9710,0.1176,0.984
23.232000,0.1000,-0.9782,0.1134,0.990
23.236000,0.0920,-0.9857,0.1059,0.996
23.239000,0.0880,-0.9899,0.0997,0.999
23.244000,0.0842,-0.9923,0.0928,1.000
23.253000,0.0821,-0.9940,0.0840,1.001
23.258000,0.0817,-0.9968,0.0732,1.003
23.267000,0.0825,-0.9968,0.0668,1.002
23.270000,0.0833,-0.9971,0.0603,1.002
23.275000,0.0851,-0.9982,0.0523,1.003
23.278000,0.0880,-0.9976,0.0453,1.003
23.280000,0.0936,-0.9955,0.0428,1.001
23.288000,0.1029,-0.9946,0.0406,1.001
23.289000,0.1141,-0.9941,0.0407,1.001
23.309000,0.1231,-0.9935,0.0397,1.002
23.310000,0.1353,-0.9914,0.0344,1.001
23.310000,0.1428,-0.9925,0.0275,1.003
23.311000,0.1523,-0.9946,0.0187,1.006
23.312000,0.1614,-0.9936,0.0082,1.007
23.318000,0.1700,-0.9910,-0.0068,1.006
23.322000,0.1797,-0.9869,-0.0254,1.003
23.329000,0.1860,-0.9821,-0.0371,1.000
23.332000,0.1896,-0.9792,-0.0463,0.998
23.339000,0.1904,-0.9764,-0.0483,0.996
23.343000,0.1926,-0.9737,-0.0377,0.993
23.348000,0.1957,-0.9709,-0.0227,0.991
23.352000,0.1968,-0.9728,-0.0037,0.993
23.362000,0.1986,-0.9770,0.0107,0.997
23.368000,0.1986,-0.9806,0.0255,1.001
23.371000,0.1975,-0.9847,0.0305,1.005
23.389000,0.1980,-0.9870,0.0279,1.007
23.392000,0.1946,-0.9874,0.0215,1.007
23.395000,0.1886,-0.9875,0.0149,1.005
23.397000,0.1829,-0.9865,0.0071,1.003
23.400000,0.1776,-0.9826,0.0043,0.999
23.403000,0.1738,-0.9783,0.0035,0.994
23.405000,0.1726,-0.9716,0.0088,0.987
23.413000,0.1695,-0.9637,0.0182,0.979
23.416000,0.1717,-0.9573,0.0270,0.973
23.428000,0.1728,-0.9517,0.0366,0.968
23.429000,0.1732,-0.9475,0.0498,0.965
23.431000,0.1724,-0.9457,0.0639,0.963
23.432000,0.1694,-0.9466,0.0766,0.965
23.438000,0.1678,-0.9490,0.0818,0.967
23.447000,0.1676,-0.9535,0.0843,0.972
23.448000,0.1671,-0.9588,0.0861,0.977
23.452000,0.1670,-0.9655,0.0834,0.983
23.461000,0.1652,-0.9727,0.0766,0.990
23.462000,0.1619,-0.9772,0.0693,0.993
23.467000,0.1600,-0.9827,0.0622,0.998
23.472000,0.1548,-0.9887,0.0534,1.002
23.478000,0.1495,-0.9954,0.0497,1.008
23.482000,0.1452,-0.9982,0.0419,1.010
23.487000,0.1407,-0.9996,0.0365,1.010
23.497000,0.1363,-1.0018,0.0291,1.011
23.499000,0.1325,-1.0018,0.0187,1.011
23.502000,0.1303,-1.0026,0.0107,1.011
23.508000,0.1294,-1.0032,0.0024,1.012
23.514000,0.1247,-1.0030,-0.0098,1.011
23.518000,0.1224,-1.0009,-0.0259,1.009
23.522000,0.1208,-0.9986,-0.0380,1.007
23.529000,0.1209,-0.9954,-0.0439,1.004
23.533000,0.1225,-0.9923,-0.0435,1.001
23.538000,0.1242,-0.9902,-0.0402,0.999
23.547000,0.1256,-0.9868,-0.0327,0.995
23.550000,0.1262,-0.9847,-0.0249,0.993
23.553000,0.1277,-0.9828,-0.0197,0.991
23.559000,0.1275,-0.9822,-0.0148,0.991
23.565000,0.1261,-0.9831,-0.0120,0.991
23.568000,0.1247,-0.9810,-0.0120,0.989
23.581000,0.1242,-0.9799,-0.0121,0.988
23.582000,0.1220,-0.9791,-0.0068,0.987
23.586000,0.1219,-0.9775,0.0007,0.985
23.595000,0.1195,-0.9770,0.0084,0.984
23.595000,0.1207,-0.9754,0.0175,0.983
23.598000,0.1234,-0.9761,0.0304,0.984
23.602000,0.1267,-0.9753,0.0447,0.984
23.607000,0.1284,-0.9751,0.0585,0.985
23.613000,0.1295,-0.9770,0.0695,0.988
23.618000,0.1340,-0.9781,0.0788,0.990
23.622000,0.1384,-0.9782,0.0856,0.992
23.629000,0.1433,-0.9769,0.0937,0.992
23.632000,0.1465,-0.9769,0.0989,0.993
23.639000,0.1521,-0.9744,0.1011,0.991
23.645000,0.1521,-0.9699,0.1013,0.987
23.652000,0.1517,-0.9656,0.0996,0.983
23.656000,0.1483,-0.9637,0.0969,0.980
23.662000,0.1433,-0.9645,0.0908,0.979
23.671000,0.1391,-0.9651,0.0837,0.979
23.674000,0.1362,-0.9655,0.0738,0.978
23.677000,0.1339,-0.9689,0.0608,0.980
23.680000,0.1335,-0.9731,0.0523,0.984
23.692000,0.1353,-0.9769,0.0408,0.987
23.695000,0.1384,-0.9793,0.0310,0.990
23.697000,0.1412,-0.9811,0.0191,0.991
23.699000,0.1413,-0.9817,0.0145,0.992
23.711000,0.1410,-0.9830,0.0092,0.993
23.712000,0.1402,-0.9831,0.0044,0.993
23.713000,0.1364,-0.9827,0.0005,0.992
23.718000,0.1327,-0.9828,-0.0076,0.992
23.722000,0.1294,-0.9827,-0.0154,0.991
23.728000,0.1264,-0.9819,-0.0235,0.990
23.732000,0.1235,-0.9826,-0.0292,0.991
23.738000,0.1213,-0.9832,-0.0337,0.991
23.742000,0.1170,-0.9839,-0.0369,0.992
23.747000,0.1123,-0.9849,-0.0390,0.992
23.752000,0.1082,-0.9868,-0.0395,0.993
23.758000,0.1011,-0.9875,-0.0387,0.993
23.765000,0.0958,-0.9893,-0.0354,0.995
23.770000,0.0906,-0.9909,-0.0315,0.996
23.773000,0.0849,-0.9923,-0.0296,0.996
23.786000,0.0794,-0.9936,-0.0241,0.997
23.786000,0.0766,-0.9952,-0.0209,0.998
23.788000,0.0717,-0.9963,-0.0209,0.999
23.799000,0.0689,-0.9981,-0.0225,1.001
23.803000,0.0662,-0.9970,-0.0263,1.000
23.805000,0.0665,-0.9941,-0.0290,0.997
23.808000,0.0647,-0.9890,-0.0313,0.992
23.817000,0.0666,-0.9847,-0.0349,0.988
23.820000,0.0678,-0.9822,-0.0305,0.985
23.824000,0.0682,-0.9783,-0.0219,0.981
23.830000,0.0699,-0.9789,-0.0158,0.982
23.833000,0.0728,-0.9866,-0.0034,0.989
23.839000,0.0760,-0.9924,0.0104,0.995
23.843000,0.0803,-0.9980,0.0248,1.002
23.851000,0.0814,-1.0026,0.0359,1.007
23.854000,0.0794,-1.0064,0.0428,1.010
23.858000,0.0727,-1.0095,0.0404,1.013
23.863000,0.0627,-1.0134,0.0330,1.016
23.867000,0.0473,-1.0153,0.0133,1.017
23.872000,0.0342,-1.0199,-0.0121,1.021
23.881000,0.0200,-1.0249,-0.0415,1.026
23.884000,0.0087,-1.0302,-0.0760,1.033
23.889000,-0.0013,-1.0361,-0.1130,1.042
23.903000,-0.0081,-1.0384,-0.1610,1.051
23.903000,-0.0114,-1.0384,-0.1964,1.057
23.904000,-0.0082,-1.0340,-0.2259,1.058
23.908000,-0.0048,-1.0282,-0.2483,1.058
23.914000,-0.0015,-1.0269,-0.2628,1.060
23.926000,0.0002,-1.0279,-0.2662,1.062
23.927000,0.0056,-1.0304,-0.2646,1.064
23.928000,0.0095,-1.0374,-0.2564,1.069
23.934000,0.0115,-1.0475,-0.2507,1.077
23.939000,0.0175,-1.0578,-0.2547,1.088
23.942000,0.0348,-1.0657,-0.2541,1.096
23.949000,0.0553,-1.0707,-0.2540,1.102
23.952000,0.0777,-1.0723,-0.2724,1.109
23.959000,0.0991,-1.0844,-0.3121,1.133
23.965000,0.1120,-1.0939,-0.3429,1.152
23.968000,0.1341,-1.1008,-0.3566,1.165
23.972000,0.1567,-1.1081,-0.3227,1.165
23.994000,0.1702,-1.1234,-0.2411,1.162
24.003000,0.1842,-1.1434,-0.1671,1.170
24.007000,0.1936,-1.1636,-0.1738,1.192
24.010000,0.1959,-1.1801,-0.2497,1.222
24.013000,0.1867,-1.2010,-0.3624,1.268
24.017000,0.1371,-1.2268,-0.5193,1.339
24.020000,0.0900,-1.2484,-0.6707,1.420
24.022000,0.0407,-1.2683,-0.8126,1.507
24.025000,-0.0112,-1.2923,-0.8899,1.569
24.028000,-0.0309,-1.3090,-0.9495,1.617
24.030000,0.0118,-1.2951,-0.9488,1.605
24.034000,0.0865,-1.2573,-0.8482,1.519
24.039000,0.1836,-1.2013,-0.6878,1.396
24.042000,0.2072,-1.1889,-0.3602,1.259
24.048000,0.1793,-1.1939,-0.1087,1.212
24.052000,0.1191,-1.2273,0.0067,1.233
24.059000,0.0375,-1.2710,0.0540,1.273
24.065000,-0.0309,-1.3086,0.1233,1.315
24.068000,-0.0977,-1.3436,0.2218,1.365
24.072000,-0.1261,-1.3432,0.2151,1.366
24.085000,-0.1049,-1.3186,0.2102,1.339
24.086000,-0.1010,-1.2978,0.1925,1.316
24.087000,-0.1652,-1.2890,0.1698,1.311
24.092000,-0.2157,-1.2745,0.1059,1.297
24.098000,-0.2919,-1.2797,0.0293,1.313
24.103000,-0.3341,-1.2716,-0.1131,1.320
24.107000,-0.3423,-1.2588,-0.2615,1.330
24.114000,-0.3145,-1.2603,-0.3740,1.352
24.118000,-0.2575,-1.2499,-0.4332,1.348
24.122000,-0.1753,-1.2190,-0.4667,1.317
24.132000,-0.1163,-1.1850,-0.4589,1.276
24.134000,-0.0577,-1.1343,-0.3957,1.203
24.138000,-0.0089,-1.0822,-0.3365,1.133
24.142000,0.0546,-1.0162,-0.2780,1.055
24.149000,0.0993,-0.9568,-0.2392,0.991
24.152000,0.1138,-0.8866,-0.2377,0.925
24.158000,0.1120,-0.8436,-0.2355,0.883
24.162000,0.0745,-0.8109,-0.2353,0.848
24.167000,0.0463,-0.7858,-0.2392,0.823
24.172000,0.0121,-0.7608,-0.2415,0.798
24.182000,-0.0453,-0.7465,-0.2422,0.786
24.183000,-0.0865,-0.7367,-0.2465,0.782
24.190000,-0.0728,-0.7260,-0.2702,0.778
24.192000,-0.0696,-0.7155,-0.2911,0.776
24.198000,-0.0916,-0.7146,-0.3304,0.793
24.202000,-0.1021,-0.7175,-0.3652,0.812
24.208000,-0.0837,-0.7123,-0.3800,0.812
24.217000,-0.0883,-0.7100,-0.3916,0.816
24.219000,-0.1131,-0.7079,-0.3953,0.819
24.222000,-0.0732,-0.7023,-0.3849,0.804
24.231000,-0.0594,-0.6855,-0.3726,0.782
24.235000,-0.0559,-0.6665,-0.3735,0.766
24.239000,-0.0991,-0.6519,-0.3856,0.764
24.242000,-0.0349,-0.6321,-0.4020,0.750
24.249000,-0.0307,-0.6138,-0.4118,0.740
24.252000,-0.0705,-0.5915,-0.4350,0.738
24.260000,-0.0151,-0.5642,-0.4173,0.702
24.264000,0.0077,-0.4991,-0.4002,0.640
24.269000,0.1272,-0.4159,-0.4005,0.591
24.272000,0.0737,-0.4358,-0.4357,0.621
24.282000,-0.0171,-0.5020,-0.4880,0.700
24.285000,-0.0451,-0.5392,-0.5067,0.741
24.290000,-0.0404,-0.5508,-0.5106,0.752
24.292000,-0.0364,-0.5542,-0.5145,0.757
24.300000,-0.0541,-0.5584,-0.4955,0.748
24.303000,-0.0810,-0.5714,-0.4856,0.754
24.307000,-0.0980,-0.5641,-0.4801,0.747
24.314000,-0.0970,-0.5509,-0.4505,0.718
24.318000,-0.1153,-0.5367,-0.4420,0.705
24.321000,-0.1411,-0.5199,-0.4437,0.698
24.329000,-0.1567,-0.5108,-0.4430,0.694
24.332000,-0.1627,-0.5075,-0.4532,0.700
24.338000,-0.1614,-0.5056,-0.4638,0.705
24.342000,-0.1557,-0.4951,-0.4599,0.693
24.349000,-0.1588,-0.4867,-0.4689,0.694
24.353000,-0.1851,-0.4843,-0.4867,0.711
24.358000,-0.2000,-0.4820,-0.4907,0.716
24.366000,-0.1981,-0.4725,-0.4885,0.708
24.369000,-0.2174,-0.4733,-0.4941,0.718
24.372000,-0.2365,-0.4763,-0.5140,0.740
24.386000,-0.2519,-0.4835,-0.5130,0.749
24.386000,-0.2391,-0.4766,-0.5195,0.744
24.387000,-0.2304,-0.4708,-0.5143,0.734
24.392000,-0.2195,-0.4710,-0.5138,0.731
24.400000,-0.2107,-0.4746,-0.5265,0.739
24.402000,-0.2223,-0.4885,-0.5173,0.745
24.408000,-0.2245,-0.4986,-0.5210,0.755
24.412000,-0.2242,-0.5025,-0.5315,0.765
24.424000,-0.2281,-0.5150,-0.5292,0.773
24.427000,-0.2237,-0.5271,-0.5245,0.777
24.432000,-0.2232,-0.5388,-0.5294,0.788
24.435000,-0.2318,-0.5582,-0.5341,0.807
24.439000,-0.2235,-0.5871,-0.5549,0.838
24.442000,-0.2091,-0.6089,-0.5829,0.869
24.447000,-0.1886,-0.6259,-0.6062,0.892
24.452000,-0.1684,-0.6386,-0.6214,0.907
24.459000,-0.1350,-0.6474,-0.6362,0.918
24.466000,-0.0922,-0.6599,-0.6335,0.919
24.468000,-0.0602,-0.6618,-0.6263,0.913
24.472000,-0.0470,-0.6554,-0.6265,0.908
24.485000,-0.0421,-0.6408,-0.6395,0.906
24.486000,-0.0605,-0.6159,-0.6584,0.904
24.488000,-0.0836,-0.6077,-0.6689,0.908
24.492000,-0.0992,-0.6051,-0.6804,0.916
24.499000,-0.1179,-0.5984,-0.6963,0.926
24.502000,-0.1454,-0.5911,-0.7086,0.934
24.507000,-0.1630,-0.5890,-0.7219,0.946
24.516000,-0.1771,-0.5927,-0.7184,0.948
24.519000,-0.1837,-0.5994,-0.7009,0.940
24.523000,-0.1808,-0.6014,-0.6806,0.926
24.529000,-0.1673,-0.5983,-0.6514,0.900
24.535000,-0.1589,-0.5971,-0.6359,0.887
24.538000,-0.1573,-0.5988,-0.6271,0.881
24.542000,-0.1645,-0.6058,-0.6220,0.884
24.549000,-0.1797,-0.6157,-0.6069,0.883
24.552000,-0.1920,-0.6177,-0.5933,0.878
24.558000,-0.2023,-0.6124,-0.5786,0.866
24.563000,-0.2062,-0.6045,-0.5640,0.852
24.567000,-0.2078,-0.5887,-0.5559,0.836
24.572000,-0.2074,-0.5652,-0.5559,0.819
24.584000,-0.2234,-0.5499,-0.5421,0.804
24.585000,-0.2309,-0.5336,-0.5118,0.775
24.591000,-0.2546,-0.5124,-0.4852,0.750
24.597000,-0.2637,-0.4775,-0.4229,0.690
24.616000,-0.2400,-0.4441,-0.3828,0.634
24.616000,-0.1803,-0.4174,-0.3684,0.585
24.617000,-0.0689,-0.4136,-0.4035,0.582
24.618000,0.1438,-0.4881,-0.4570,0.684
24.618000,0.3649,-0.6468,-0.5446,0.921
24.622000,0.6586,-0.9159,-0.7123,1.334
24.628000,1.0059,-1.3168,-1.0731,1.974
24.635000,1.2871,-1.8555,-1.6266,2.783
24.639000,1.3184,-2.7686,-2.3445,3.860
24.642000,1.0877,-3.6181,-2.6810,4.633
24.650000,0.7404,-3.9960,-2.6080,4.829
24.653000,0.2758,-3.9960,-2.3155,4.627
24.658000,-0.5287,-3.9960,-1.9625,4.483
24.665000,-0.8900,-3.9960,-1.9216,4.522
24.667000,-0.6541,-3.3077,-1.7255,3.788
24.672000,-0.2737,-2.3186,-1.1442,2.600
24.682000,0.0677,-1.5284,-0.2639,1.552
24.683000,0.4834,-0.7515,0.8033,1.202
24.687000,0.6810,-0.2635,1.2719,1.467
24.692000,0.7531,0.1224,1.1907,1.414
24.699000,0.8167,0.4412,0.8573,1.264
24.702000,0.8405,0.7019,0.5160,1.211
24.708000,0.8043,0.7902,0.3688,1.186
24.714000,0.7354,0.8302,0.2514,1.137
24.718000,0.6342,0.8310,0.2244,1.069
24.722000,0.4870,0.7550,0.2639,0.936
24.727000,0.3833,0.6163,0.4267,0.842
24.732000,0.3187,0.4482,0.5819,0.801
24.738000,0.2833,0.2609,0.6973,0.797
24.742000,0.2599,0.0899,0.7812,0.828
24.750000,0.2443,-0.1087,0.8576,0.898
24.753000,0.2998,-0.2697,0.9080,0.993
24.758000,0.4554,-0.4551,0.9739,1.168
24.765000,0.6000,-0.6616,1.0884,1.408
24.768000,0.7828,-0.8701,1.1888,1.668
24.772000,0.8879,-1.0526,1.2559,1.864
24.786000,0.9241,-1.2463,1.2433,1.988
24.787000,0.9103,-1.4106,1.1272,2.022
24.788000,0.8047,-1.6456,0.8165,2.006
24.793000,0.4114,-1.9514,-0.5904,2.080
24.802000,0.0159,-2.2161,-1.4184,2.631
24.803000,-0.2927,-2.3676,-1.5466,2.843
24.807000,-0.4302,-2.3865,-1.2130,2.711
24.817000,-0.4650,-2.2915,-0.6511,2.427
24.819000,-0.4279,-2.1487,-0.3406,2.217
24.822000,-0.3155,-1.9454,-0.2941,1.993
24.827000,-0.1997,-1.7292,-0.3783,1.781
24.833000,-0.0939,-1.4708,-0.4007,1.527
24.838000,-0.0264,-1.2736,-0.3172,1.313
24.842000,0.0613,-1.1019,-0.2140,1.124
24.847000,0.1448,-0.9766,-0.1048,0.993
24.852000,0.1881,-0.8995,-0.0106,0.919
24.858000,0.1819,-0.8531,0.0252,0.873
24.866000,0.1426,-0.8389,0.0314,0.852
24.868000,0.1053,-0.8337,0.0053,0.840
24.872000,0.0732,-0.8321,-0.0381,0.836
24.887000,0.0379,-0.8298,-0.0811,0.835
24.889000,0.0145,-0.8375,-0.1146,0.845
24.892000,0.0039,-0.8460,-0.1556,0.860
24.894000,-0.0084,-0.8530,-0.1780,0.871
24.907000,-0.0101,-0.8655,-0.2040,0.889
24.910000,0.0013,-0.8736,-0.1976,0.896
24.912000,0.0098,-0.8866,-0.1708,0.903
24.917000,0.0352,-0.8955,-0.1397,0.907
24.931000,0.0623,-0.9131,-0.1079,0.922
24.932000,0.0932,-0.9347,-0.0666,0.942
24.933000,0.1098,-0.9544,-0.0371,0.961
24.933000,0.1014,-0.9925,-0.0055,0.998
24.938000,0.0708,-1.0340,0.0139,1.037
24.941000,0.0219,-1.0873,0.0257,1.088
24.947000,-0.0175,-1.1226,0.0242,1.123
24.951000,-0.0563,-1.1454,0.0132,1.147
24.958000,-0.0926,-1.1567,-0.0086,1.160
24.965000,-0.1207,-1.1586,-0.0409,1.166
24.969000,-0.1527,-1.1501,-0.0614,1.162
24.972000,-0.1735,-1.1333,-0.0577,1.148
24.978000,-0.1888,-1.1128,-0.0461,1.130
24.982000,-0.2051,-1.0964,-0.0325,1.116
