time,ax,ay,az,aT
6.3130,0.0288,-0.0096,0.0608,0.068
6.3200,-0.0152,-0.0093,-0.0004,0.018
6.3310,-0.0390,-0.0251,-0.0638,0.079
6.3400,0.0383,-0.0377,-0.0746,0.092
6.3510,0.0599,-0.0357,-0.1045,0.126
6.3630,0.0150,-0.0364,-0.0628,0.074
6.3700,0.0228,-0.0130,-0.0056,0.027
6.3800,0.0240,-0.0038,0.0046,0.025
6.3910,-0.0060,-0.0024,0.0195,0.021
6.4010,-0.0022,-0.0251,0.1110,0.114
6.4140,-0.0131,-0.0218,0.1715,0.173
6.4210,-0.0297,-0.0290,0.1759,0.181
6.4330,-0.0263,-0.0302,0.1762,0.181
6.4420,-0.1355,-0.0133,-0.1225,0.183
6.4530,-0.1054,0.0035,-0.2079,0.233
6.4610,-0.0362,0.0071,-0.2574,0.260
6.4710,0.0412,0.0109,-0.2737,0.277
6.4800,0.1002,0.0216,-0.2173,0.240
6.4910,0.0320,-0.0029,-0.2093,0.212
6.5060,-0.0231,-0.0149,-0.1539,0.156
6.5110,-0.0034,0.0042,0.0975,0.098
6.5200,-0.0255,-0.0206,0.1990,0.202
6.5330,-0.0377,-0.0344,0.1844,0.191
6.5400,0.0050,-0.0319,0.1855,0.188
6.5510,0.0804,-0.0028,0.1943,0.210
6.5630,0.0739,0.0100,0.1817,0.196
6.5720,0.0098,0.0167,0.1275,0.129
6.5800,-0.0097,0.0239,0.1659,0.168
6.5920,0.0298,0.0762,0.1707,0.189
6.6010,0.0492,0.0613,0.1312,0.153
6.6130,0.0205,0.0043,0.0691,0.072
6.6230,0.0198,-0.0319,0.0416,0.056
6.6330,-0.0017,-0.0519,-0.0148,0.054
6.6400,0.0265,-0.0093,0.0150,0.032
6.6510,0.0574,0.0344,0.0591,0.089
6.6600,0.0818,0.0384,0.0550,0.106
